"placa","estatus","placa_anterior","years_adeudos","years"
"318ULW","Adeudos",NA,5,"2019"
"318ULW","Adeudos",NA,5,"2020"
"318ULW","Adeudos",NA,5,"2021"
"318UMA","Adeudos",NA,5,"2017"
"318UMA","Adeudos",NA,5,"2018"
"318UMA","Adeudos",NA,5,"2019"
"318UMA","Adeudos",NA,5,"2020"
"318UMA","Adeudos",NA,5,"2021"
"318UME","Sin adeudos",NA,0,"0"
"318UMP","Sin adeudos",NA,0,"0"
"318UMS","Adeudos",NA,5,"2017"
"318UMS","Adeudos",NA,5,"2018"
"318UMS","Adeudos",NA,5,"2019"
"318UMS","Adeudos",NA,5,"2020"
"318UMS","Adeudos",NA,5,"2021"
"318UMU","Cuenta con Placa Anterior y Adeudos","181TKM",6,"2016"
"318UMU","Cuenta con Placa Anterior y Adeudos","181TKM",6,"2017"
"318UMU","Cuenta con Placa Anterior y Adeudos","181TKM",6,"2018"
"318UMU","Cuenta con Placa Anterior y Adeudos","181TKM",6,"2019"
"318UMU","Cuenta con Placa Anterior y Adeudos","181TKM",6,"2020"
"318UMU","Cuenta con Placa Anterior y Adeudos","181TKM",6,"2021"
"318UMY","Sin adeudos",NA,0,"0"
"318UMZ","Adeudos",NA,1,"2020"
"318UNF","Sin adeudos",NA,0,"0"
"318UNG","Adeudos",NA,4,"2018"
"318UNG","Adeudos",NA,4,"2019"
"318UNG","Adeudos",NA,4,"2020"
"318UNG","Adeudos",NA,4,"2021"
"318UNK","Sin adeudos",NA,0,"0"
"318UNL","Adeudos",NA,5,"2017"
"318UNL","Adeudos",NA,5,"2018"
"318UNL","Adeudos",NA,5,"2019"
"318UNL","Adeudos",NA,5,"2020"
"318UNL","Adeudos",NA,5,"2021"
"318UNN","Adeudos",NA,5,"2017"
"318UNN","Adeudos",NA,5,"2018"
"318UNN","Adeudos",NA,5,"2019"
"318UNN","Adeudos",NA,5,"2020"
"318UNN","Adeudos",NA,5,"2021"
"318UNS","Adeudos",NA,5,"2017"
"318UNS","Adeudos",NA,5,"2018"
"318UNS","Adeudos",NA,5,"2019"
"318UNS","Adeudos",NA,5,"2020"
"318UNS","Adeudos",NA,5,"2021"
"318UNU","Sin adeudos",NA,0,"0"
"318UNV","Adeudos",NA,5,"2017"
"318UNV","Adeudos",NA,5,"2018"
"318UNV","Adeudos",NA,5,"2019"
"318UNV","Adeudos",NA,5,"2020"
"318UNV","Adeudos",NA,5,"2021"
"318UPC","Cuenta con Placa Anterior y Adeudos","775RZU",6,"2014"
"318UPC","Cuenta con Placa Anterior y Adeudos","775RZU",6,"2015"
"318UPC","Cuenta con Placa Anterior y Adeudos","775RZU",6,"2018"
"318UPC","Cuenta con Placa Anterior y Adeudos","775RZU",6,"2019"
"318UPC","Cuenta con Placa Anterior y Adeudos","775RZU",6,"2020"
"318UPC","Cuenta con Placa Anterior y Adeudos","775RZU",6,"2021"
"318UPF","Adeudos",NA,6,"2016"
"318UPF","Adeudos",NA,6,"2017"
"318UPF","Adeudos",NA,6,"2018"
"318UPF","Adeudos",NA,6,"2019"
"318UPF","Adeudos",NA,6,"2020"
"318UPF","Adeudos",NA,6,"2021"
"318UPG","Adeudos",NA,6,"2016"
"318UPG","Adeudos",NA,6,"2017"
"318UPG","Adeudos",NA,6,"2018"
"318UPG","Adeudos",NA,6,"2019"
"318UPG","Adeudos",NA,6,"2020"
"318UPG","Adeudos",NA,6,"2021"
"318UPK","Sin adeudos",NA,0,"0"
"318UPM","Sin adeudos",NA,0,"0"
"318UPR","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"318UPS","Adeudos",NA,5,"2017"
"318UPS","Adeudos",NA,5,"2018"
"318UPS","Adeudos",NA,5,"2019"
"318UPS","Adeudos",NA,5,"2020"
"318UPS","Adeudos",NA,5,"2021"
"318UPT","Sin adeudos",NA,0,"0"
"318UPW","Sin adeudos",NA,0,"0"
"318UPX","Adeudos",NA,1,"2021"
"318UPZ","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"318URA","Sin adeudos",NA,0,"0"
"318URB","Cuenta con Placa Anterior y Adeudos","922PTG",5,"2017"
"318URB","Cuenta con Placa Anterior y Adeudos","922PTG",5,"2018"
"318URB","Cuenta con Placa Anterior y Adeudos","922PTG",5,"2019"
"318URB","Cuenta con Placa Anterior y Adeudos","922PTG",5,"2020"
"318URB","Cuenta con Placa Anterior y Adeudos","922PTG",5,"2021"
"318URC","Adeudos",NA,4,"2018"
"318URC","Adeudos",NA,4,"2019"
"318URC","Adeudos",NA,4,"2020"
"318URC","Adeudos",NA,4,"2021"
"318URR","Sin adeudos",NA,0,"0"
"318URT","Sin adeudos",NA,0,"0"
"318USA","Adeudos",NA,4,"2018"
"318USA","Adeudos",NA,4,"2019"
"318USA","Adeudos",NA,4,"2020"
"318USA","Adeudos",NA,4,"2021"
"318USB","Adeudos",NA,3,"2019"
"318USB","Adeudos",NA,3,"2020"
"318USB","Adeudos",NA,3,"2021"
"318USC","Adeudos",NA,5,"2017"
"318USC","Adeudos",NA,5,"2018"
"318USC","Adeudos",NA,5,"2019"
"318USC","Adeudos",NA,5,"2020"
"318USC","Adeudos",NA,5,"2021"
"318USG","Sin adeudos",NA,0,"0"
"318USK","Sin adeudos",NA,0,"0"
"318USZ","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"318UTC","Adeudos",NA,3,"2019"
"318UTC","Adeudos",NA,3,"2020"
"318UTC","Adeudos",NA,3,"2021"
"318UTF","Adeudos",NA,3,"2019"
"318UTF","Adeudos",NA,3,"2020"
"318UTF","Adeudos",NA,3,"2021"
"318UTN","Adeudos",NA,6,"2016"
"318UTN","Adeudos",NA,6,"2017"
"318UTN","Adeudos",NA,6,"2018"
"318UTN","Adeudos",NA,6,"2019"
"318UTN","Adeudos",NA,6,"2020"
"318UTN","Adeudos",NA,6,"2021"
"318UTX","Adeudos",NA,5,"2017"
"318UTX","Adeudos",NA,5,"2018"
"318UTX","Adeudos",NA,5,"2019"
"318UTX","Adeudos",NA,5,"2020"
"318UTX","Adeudos",NA,5,"2021"
"318UTY","Adeudos",NA,3,"2019"
"318UTY","Adeudos",NA,3,"2020"
"318UTY","Adeudos",NA,3,"2021"
"318UUC","Adeudos",NA,2,"2014"
"318UUC","Adeudos",NA,2,"2021"
"318UUF","Sin adeudos",NA,0,"0"
"318UUG","Adeudos",NA,5,"2017"
"318UUG","Adeudos",NA,5,"2018"
"318UUG","Adeudos",NA,5,"2019"
"318UUG","Adeudos",NA,5,"2020"
"318UUG","Adeudos",NA,5,"2021"
"318UUH","Adeudos",NA,4,"2018"
"318UUH","Adeudos",NA,4,"2019"
"318UUH","Adeudos",NA,4,"2020"
"318UUH","Adeudos",NA,4,"2021"
"318UUJ","Adeudos",NA,4,"2018"
"318UUJ","Adeudos",NA,4,"2019"
"318UUJ","Adeudos",NA,4,"2020"
"318UUJ","Adeudos",NA,4,"2021"
"318UUK","Adeudos",NA,5,"2017"
"318UUK","Adeudos",NA,5,"2018"
"318UUK","Adeudos",NA,5,"2019"
"318UUK","Adeudos",NA,5,"2020"
"318UUK","Adeudos",NA,5,"2021"
"318UUM","Adeudos",NA,6,"2016"
"318UUM","Adeudos",NA,6,"2017"
"318UUM","Adeudos",NA,6,"2018"
"318UUM","Adeudos",NA,6,"2019"
"318UUM","Adeudos",NA,6,"2020"
"318UUM","Adeudos",NA,6,"2021"
"318UUN","Adeudos",NA,5,"2017"
"318UUN","Adeudos",NA,5,"2018"
"318UUN","Adeudos",NA,5,"2019"
"318UUN","Adeudos",NA,5,"2020"
"318UUN","Adeudos",NA,5,"2021"
"318UUV","Adeudos",NA,4,"2018"
"318UUV","Adeudos",NA,4,"2019"
"318UUV","Adeudos",NA,4,"2020"
"318UUV","Adeudos",NA,4,"2021"
"318UUZ","Sin adeudos",NA,0,"0"
"318UVB","Adeudos",NA,3,"2019"
"318UVB","Adeudos",NA,3,"2020"
"318UVB","Adeudos",NA,3,"2021"
"318UVE","Adeudos",NA,6,"2016"
"318UVE","Adeudos",NA,6,"2017"
"318UVE","Adeudos",NA,6,"2018"
"318UVE","Adeudos",NA,6,"2019"
"318UVE","Adeudos",NA,6,"2020"
"318UVE","Adeudos",NA,6,"2021"
"318UVJ","Adeudos",NA,6,"2016"
"318UVJ","Adeudos",NA,6,"2017"
"318UVJ","Adeudos",NA,6,"2018"
"318UVJ","Adeudos",NA,6,"2019"
"318UVJ","Adeudos",NA,6,"2020"
"318UVJ","Adeudos",NA,6,"2021"
"318UVK","Adeudos",NA,5,"2017"
"318UVK","Adeudos",NA,5,"2018"
"318UVK","Adeudos",NA,5,"2019"
"318UVK","Adeudos",NA,5,"2020"
"318UVK","Adeudos",NA,5,"2021"
"318UVM","Adeudos",NA,7,"2014"
"318UVM","Adeudos",NA,7,"2016"
"318UVM","Adeudos",NA,7,"2017"
"318UVM","Adeudos",NA,7,"2018"
"318UVM","Adeudos",NA,7,"2019"
"318UVM","Adeudos",NA,7,"2020"
"318UVM","Adeudos",NA,7,"2021"
"318UVS","Adeudos",NA,6,"2016"
"318UVS","Adeudos",NA,6,"2017"
"318UVS","Adeudos",NA,6,"2018"
"318UVS","Adeudos",NA,6,"2019"
"318UVS","Adeudos",NA,6,"2020"
"318UVS","Adeudos",NA,6,"2021"
"318UVT","Adeudos",NA,2,"2020"
"318UVT","Adeudos",NA,2,"2021"
"318UVZ","Sin adeudos",NA,0,"0"
"318UWA","Adeudos",NA,5,"2017"
"318UWA","Adeudos",NA,5,"2018"
"318UWA","Adeudos",NA,5,"2019"
"318UWA","Adeudos",NA,5,"2020"
"318UWA","Adeudos",NA,5,"2021"
"318UWE","Adeudos",NA,6,"2016"
"318UWE","Adeudos",NA,6,"2017"
"318UWE","Adeudos",NA,6,"2018"
"318UWE","Adeudos",NA,6,"2019"
"318UWE","Adeudos",NA,6,"2020"
"318UWE","Adeudos",NA,6,"2021"
"318UWL","Sin adeudos",NA,0,"0"
"318UWP","Sin adeudos",NA,0,"0"
"318UWY","Adeudos",NA,1,"2021"
"318UWZ","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"318UXB","Adeudos",NA,5,"2017"
"318UXB","Adeudos",NA,5,"2018"
"318UXB","Adeudos",NA,5,"2019"
"318UXB","Adeudos",NA,5,"2020"
"318UXB","Adeudos",NA,5,"2021"
"318UXC","Adeudos",NA,3,"2019"
"318UXC","Adeudos",NA,3,"2020"
"318UXC","Adeudos",NA,3,"2021"
"318UXJ","Cuenta con Placa Anterior y Adeudos","318UXJ",1,"2021"
"318UXM","Adeudos",NA,5,"2017"
"318UXM","Adeudos",NA,5,"2018"
"318UXM","Adeudos",NA,5,"2019"
"318UXM","Adeudos",NA,5,"2020"
"318UXM","Adeudos",NA,5,"2021"
"318UXN","Adeudos",NA,2,"2020"
"318UXN","Adeudos",NA,2,"2021"
"318UXP","Adeudos",NA,3,"2019"
"318UXP","Adeudos",NA,3,"2020"
"318UXP","Adeudos",NA,3,"2021"
"318UXW","Adeudos",NA,6,"2016"
"318UXW","Adeudos",NA,6,"2017"
"318UXW","Adeudos",NA,6,"2018"
"318UXW","Adeudos",NA,6,"2019"
"318UXW","Adeudos",NA,6,"2020"
"318UXW","Adeudos",NA,6,"2021"
"318UXX","Adeudos",NA,5,"2017"
"318UXX","Adeudos",NA,5,"2018"
"318UXX","Adeudos",NA,5,"2019"
"318UXX","Adeudos",NA,5,"2020"
"318UXX","Adeudos",NA,5,"2021"
"318UYC","Sin adeudos",NA,0,"0"
"318UYH","Adeudos",NA,6,"2016"
"318UYH","Adeudos",NA,6,"2017"
"318UYH","Adeudos",NA,6,"2018"
"318UYH","Adeudos",NA,6,"2019"
"318UYH","Adeudos",NA,6,"2020"
"318UYH","Adeudos",NA,6,"2021"
"318UYJ","Adeudos",NA,3,"2019"
"318UYJ","Adeudos",NA,3,"2020"
"318UYJ","Adeudos",NA,3,"2021"
"318UYL","Adeudos",NA,6,"2016"
"318UYL","Adeudos",NA,6,"2017"
"318UYL","Adeudos",NA,6,"2018"
"318UYL","Adeudos",NA,6,"2019"
"318UYL","Adeudos",NA,6,"2020"
"318UYL","Adeudos",NA,6,"2021"
"318UYS","Sin adeudos",NA,0,"0"
"318UYU","Adeudos",NA,4,"2018"
"318UYU","Adeudos",NA,4,"2019"
"318UYU","Adeudos",NA,4,"2020"
"318UYU","Adeudos",NA,4,"2021"
"318UYX","Sin adeudos",NA,0,"0"
"318UZA","Cuenta con Placa Anterior y Adeudos","------",6,"2016"
"318UZA","Cuenta con Placa Anterior y Adeudos","------",6,"2017"
"318UZA","Cuenta con Placa Anterior y Adeudos","------",6,"2018"
"318UZA","Cuenta con Placa Anterior y Adeudos","------",6,"2019"
"318UZA","Cuenta con Placa Anterior y Adeudos","------",6,"2020"
"318UZA","Cuenta con Placa Anterior y Adeudos","------",6,"2021"
"318UZD","Adeudos",NA,5,"2017"
"318UZD","Adeudos",NA,5,"2018"
"318UZD","Adeudos",NA,5,"2019"
"318UZD","Adeudos",NA,5,"2020"
"318UZD","Adeudos",NA,5,"2021"
"318UZH","Adeudos",NA,6,"2016"
"318UZH","Adeudos",NA,6,"2017"
"318UZH","Adeudos",NA,6,"2018"
"318UZH","Adeudos",NA,6,"2019"
"318UZH","Adeudos",NA,6,"2020"
"318UZH","Adeudos",NA,6,"2021"
"318UZM","Adeudos",NA,3,"2019"
"318UZM","Adeudos",NA,3,"2020"
"318UZM","Adeudos",NA,3,"2021"
"318UZV","Adeudos",NA,6,"2016"
"318UZV","Adeudos",NA,6,"2017"
"318UZV","Adeudos",NA,6,"2018"
"318UZV","Adeudos",NA,6,"2019"
"318UZV","Adeudos",NA,6,"2020"
"318UZV","Adeudos",NA,6,"2021"
"318UZZ","Sin adeudos",NA,0,"0"
"318VAA","El número de placa no se localizó en el padrón",NA,0,"0"
"318VAT","Adeudos",NA,5,"2017"
"318VAT","Adeudos",NA,5,"2018"
"318VAT","Adeudos",NA,5,"2019"
"318VAT","Adeudos",NA,5,"2020"
"318VAT","Adeudos",NA,5,"2021"
"318VAU","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"318VAV","Adeudos",NA,4,"2018"
"318VAV","Adeudos",NA,4,"2019"
"318VAV","Adeudos",NA,4,"2020"
"318VAV","Adeudos",NA,4,"2021"
"318VAW","Sin adeudos",NA,0,"0"
"318VBA","Cuenta con Placa Anterior y Adeudos","306TUU",6,"2016"
"318VBA","Cuenta con Placa Anterior y Adeudos","306TUU",6,"2017"
"318VBA","Cuenta con Placa Anterior y Adeudos","306TUU",6,"2018"
"318VBA","Cuenta con Placa Anterior y Adeudos","306TUU",6,"2019"
"318VBA","Cuenta con Placa Anterior y Adeudos","306TUU",6,"2020"
"318VBA","Cuenta con Placa Anterior y Adeudos","306TUU",6,"2021"
"318VBB","Sin adeudos",NA,0,"0"
"318VBF","Sin adeudos",NA,0,"0"
"318VBG","Cuenta con Placa Anterior y Sin adeudos","318VBG",0,"0"
"318VBJ","Cuenta con Placa Anterior y Adeudos","318VBJ",4,"2018"
"318VBJ","Cuenta con Placa Anterior y Adeudos","318VBJ",4,"2019"
"318VBJ","Cuenta con Placa Anterior y Adeudos","318VBJ",4,"2020"
"318VBJ","Cuenta con Placa Anterior y Adeudos","318VBJ",4,"2021"
"318VBL","Cuenta con Placa Anterior y Adeudos","SINPLA",5,"2017"
"318VBL","Cuenta con Placa Anterior y Adeudos","SINPLA",5,"2018"
"318VBL","Cuenta con Placa Anterior y Adeudos","SINPLA",5,"2019"
"318VBL","Cuenta con Placa Anterior y Adeudos","SINPLA",5,"2020"
"318VBL","Cuenta con Placa Anterior y Adeudos","SINPLA",5,"2021"
"318VBM","Adeudos",NA,6,"2016"
"318VBM","Adeudos",NA,6,"2017"
"318VBM","Adeudos",NA,6,"2018"
"318VBM","Adeudos",NA,6,"2019"
"318VBM","Adeudos",NA,6,"2020"
"318VBM","Adeudos",NA,6,"2021"
"318VBU","Sin adeudos",NA,0,"0"
"318VBV","Adeudos",NA,1,"2021"
"318VBW","Adeudos",NA,7,"2014"
"318VBW","Adeudos",NA,7,"2015"
"318VBW","Adeudos",NA,7,"2017"
"318VBW","Adeudos",NA,7,"2018"
"318VBW","Adeudos",NA,7,"2019"
"318VBW","Adeudos",NA,7,"2020"
"318VBW","Adeudos",NA,7,"2021"
"318VBY","Sin adeudos",NA,0,"0"
"318VCB","Adeudos",NA,3,"2019"
"318VCB","Adeudos",NA,3,"2020"
"318VCB","Adeudos",NA,3,"2021"
"318VCC","Adeudos",NA,6,"2016"
"318VCC","Adeudos",NA,6,"2017"
"318VCC","Adeudos",NA,6,"2018"
"318VCC","Adeudos",NA,6,"2019"
"318VCC","Adeudos",NA,6,"2020"
"318VCC","Adeudos",NA,6,"2021"
"318VCF","Adeudos",NA,6,"2016"
"318VCF","Adeudos",NA,6,"2017"
"318VCF","Adeudos",NA,6,"2018"
"318VCF","Adeudos",NA,6,"2019"
"318VCF","Adeudos",NA,6,"2020"
"318VCF","Adeudos",NA,6,"2021"
"318VCM","Adeudos",NA,4,"2018"
"318VCM","Adeudos",NA,4,"2019"
"318VCM","Adeudos",NA,4,"2020"
"318VCM","Adeudos",NA,4,"2021"
"318VCS","Adeudos",NA,5,"2017"
"318VCS","Adeudos",NA,5,"2018"
"318VCS","Adeudos",NA,5,"2019"
"318VCS","Adeudos",NA,5,"2020"
"318VCS","Adeudos",NA,5,"2021"
"318VCT","Adeudos",NA,5,"2017"
"318VCT","Adeudos",NA,5,"2018"
"318VCT","Adeudos",NA,5,"2019"
"318VCT","Adeudos",NA,5,"2020"
"318VCT","Adeudos",NA,5,"2021"
"318VCU","Adeudos",NA,1,"2021"
"318VCV","Adeudos",NA,5,"2017"
"318VCV","Adeudos",NA,5,"2018"
"318VCV","Adeudos",NA,5,"2019"
"318VCV","Adeudos",NA,5,"2020"
"318VCV","Adeudos",NA,5,"2021"
"318VCW","Adeudos",NA,5,"2017"
"318VCW","Adeudos",NA,5,"2018"
"318VCW","Adeudos",NA,5,"2019"
"318VCW","Adeudos",NA,5,"2020"
"318VCW","Adeudos",NA,5,"2021"
"318VDA","Adeudos",NA,6,"2016"
"318VDA","Adeudos",NA,6,"2017"
"318VDA","Adeudos",NA,6,"2018"
"318VDA","Adeudos",NA,6,"2019"
"318VDA","Adeudos",NA,6,"2020"
"318VDA","Adeudos",NA,6,"2021"
"318VDD","Adeudos",NA,5,"2017"
"318VDD","Adeudos",NA,5,"2018"
"318VDD","Adeudos",NA,5,"2019"
"318VDD","Adeudos",NA,5,"2020"
"318VDD","Adeudos",NA,5,"2021"
"318VDE","Sin adeudos",NA,0,"0"
"318VDF","Adeudos",NA,4,"2018"
"318VDF","Adeudos",NA,4,"2019"
"318VDF","Adeudos",NA,4,"2020"
"318VDF","Adeudos",NA,4,"2021"
"318VDH","Sin adeudos",NA,0,"0"
"318VDJ","Adeudos",NA,5,"2017"
"318VDJ","Adeudos",NA,5,"2018"
"318VDJ","Adeudos",NA,5,"2019"
"318VDJ","Adeudos",NA,5,"2020"
"318VDJ","Adeudos",NA,5,"2021"
"318VDK","Adeudos",NA,4,"2018"
"318VDK","Adeudos",NA,4,"2019"
"318VDK","Adeudos",NA,4,"2020"
"318VDK","Adeudos",NA,4,"2021"
"318VDN","Adeudos",NA,5,"2017"
"318VDN","Adeudos",NA,5,"2018"
"318VDN","Adeudos",NA,5,"2019"
"318VDN","Adeudos",NA,5,"2020"
"318VDN","Adeudos",NA,5,"2021"
"318VDP","Adeudos",NA,3,"2019"
"318VDP","Adeudos",NA,3,"2020"
"318VDP","Adeudos",NA,3,"2021"
"318VDU","Sin adeudos",NA,0,"0"
"318VEA","Adeudos",NA,3,"2019"
"318VEA","Adeudos",NA,3,"2020"
"318VEA","Adeudos",NA,3,"2021"
"318VED","Cuenta con Placa Anterior y Adeudos","555SBS",6,"2016"
"318VED","Cuenta con Placa Anterior y Adeudos","555SBS",6,"2017"
"318VED","Cuenta con Placa Anterior y Adeudos","555SBS",6,"2018"
"318VED","Cuenta con Placa Anterior y Adeudos","555SBS",6,"2019"
"318VED","Cuenta con Placa Anterior y Adeudos","555SBS",6,"2020"
"318VED","Cuenta con Placa Anterior y Adeudos","555SBS",6,"2021"
"318VES","Adeudos",NA,6,"2016"
"318VES","Adeudos",NA,6,"2017"
"318VES","Adeudos",NA,6,"2018"
"318VES","Adeudos",NA,6,"2019"
"318VES","Adeudos",NA,6,"2020"
"318VES","Adeudos",NA,6,"2021"
"318VET","Adeudos",NA,5,"2017"
"318VET","Adeudos",NA,5,"2018"
"318VET","Adeudos",NA,5,"2019"
"318VET","Adeudos",NA,5,"2020"
"318VET","Adeudos",NA,5,"2021"
"318VEV","Cuenta con Placa Anterior y Adeudos","220RZF",4,"2018"
"318VEV","Cuenta con Placa Anterior y Adeudos","220RZF",4,"2019"
"318VEV","Cuenta con Placa Anterior y Adeudos","220RZF",4,"2020"
"318VEV","Cuenta con Placa Anterior y Adeudos","220RZF",4,"2021"
"318VEY","Sin adeudos",NA,0,"0"
"318VFA","Sin adeudos",NA,0,"0"
"318VFE","Sin adeudos",NA,0,"0"
"318VFJ","Adeudos",NA,5,"2017"
"318VFJ","Adeudos",NA,5,"2018"
"318VFJ","Adeudos",NA,5,"2019"
"318VFJ","Adeudos",NA,5,"2020"
"318VFJ","Adeudos",NA,5,"2021"
"318VFP","Adeudos",NA,4,"2018"
"318VFP","Adeudos",NA,4,"2019"
"318VFP","Adeudos",NA,4,"2020"
"318VFP","Adeudos",NA,4,"2021"
"318VFR","Adeudos",NA,5,"2017"
"318VFR","Adeudos",NA,5,"2018"
"318VFR","Adeudos",NA,5,"2019"
"318VFR","Adeudos",NA,5,"2020"
"318VFR","Adeudos",NA,5,"2021"
"318VFZ","Adeudos",NA,4,"2018"
"318VFZ","Adeudos",NA,4,"2019"
"318VFZ","Adeudos",NA,4,"2020"
"318VFZ","Adeudos",NA,4,"2021"
"318VGA","Sin adeudos",NA,0,"0"
"318VGC","Adeudos",NA,2,"2020"
"318VGC","Adeudos",NA,2,"2021"
"318VGE","Sin adeudos",NA,0,"0"
"318VGF","Adeudos",NA,5,"2017"
"318VGF","Adeudos",NA,5,"2018"
"318VGF","Adeudos",NA,5,"2019"
"318VGF","Adeudos",NA,5,"2020"
"318VGF","Adeudos",NA,5,"2021"
"318VGL","Sin adeudos",NA,0,"0"
"318VGN","Adeudos",NA,4,"2018"
"318VGN","Adeudos",NA,4,"2019"
"318VGN","Adeudos",NA,4,"2020"
"318VGN","Adeudos",NA,4,"2021"
"318VGU","Adeudos",NA,5,"2017"
"318VGU","Adeudos",NA,5,"2018"
"318VGU","Adeudos",NA,5,"2019"
"318VGU","Adeudos",NA,5,"2020"
"318VGU","Adeudos",NA,5,"2021"
"318VGY","Adeudos",NA,6,"2016"
"318VGY","Adeudos",NA,6,"2017"
"318VGY","Adeudos",NA,6,"2018"
"318VGY","Adeudos",NA,6,"2019"
"318VGY","Adeudos",NA,6,"2020"
"318VGY","Adeudos",NA,6,"2021"
"318VGZ","Adeudos",NA,6,"2016"
"318VGZ","Adeudos",NA,6,"2017"
"318VGZ","Adeudos",NA,6,"2018"
"318VGZ","Adeudos",NA,6,"2019"
"318VGZ","Adeudos",NA,6,"2020"
"318VGZ","Adeudos",NA,6,"2021"
"318VHD","Sin adeudos",NA,0,"0"
"318VHF","Sin adeudos",NA,0,"0"
"318VHK","Cuenta con Placa Anterior y Sin adeudos","318VHK",0,"0"
"318VHL","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"318VHT","Adeudos",NA,5,"2017"
"318VHT","Adeudos",NA,5,"2018"
"318VHT","Adeudos",NA,5,"2019"
"318VHT","Adeudos",NA,5,"2020"
"318VHT","Adeudos",NA,5,"2021"
"318VHV","Sin adeudos",NA,0,"0"
"318VHW","Adeudos",NA,5,"2017"
"318VHW","Adeudos",NA,5,"2018"
"318VHW","Adeudos",NA,5,"2019"
"318VHW","Adeudos",NA,5,"2020"
"318VHW","Adeudos",NA,5,"2021"
"318VHX","Adeudos",NA,1,"2021"
"318VJD","Adeudos",NA,6,"2016"
"318VJD","Adeudos",NA,6,"2017"
"318VJD","Adeudos",NA,6,"2018"
"318VJD","Adeudos",NA,6,"2019"
"318VJD","Adeudos",NA,6,"2020"
"318VJD","Adeudos",NA,6,"2021"
"318VJG","Sin adeudos",NA,0,"0"
"318VJJ","Sin adeudos",NA,0,"0"
"318VJM","Adeudos",NA,3,"2019"
"318VJM","Adeudos",NA,3,"2020"
"318VJM","Adeudos",NA,3,"2021"
"318VJN","Adeudos",NA,6,"2016"
"318VJN","Adeudos",NA,6,"2017"
"318VJN","Adeudos",NA,6,"2018"
"318VJN","Adeudos",NA,6,"2019"
"318VJN","Adeudos",NA,6,"2020"
"318VJN","Adeudos",NA,6,"2021"
"318VJR","Adeudos",NA,4,"2018"
"318VJR","Adeudos",NA,4,"2019"
"318VJR","Adeudos",NA,4,"2020"
"318VJR","Adeudos",NA,4,"2021"
"318VJS","Adeudos",NA,5,"2017"
"318VJS","Adeudos",NA,5,"2018"
"318VJS","Adeudos",NA,5,"2019"
"318VJS","Adeudos",NA,5,"2020"
"318VJS","Adeudos",NA,5,"2021"
"318VJV","Adeudos",NA,5,"2017"
"318VJV","Adeudos",NA,5,"2018"
"318VJV","Adeudos",NA,5,"2019"
